"order_id","customer","customer_id","employee","employee_id","product_name","product_id","quantity","unit_price","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","product_id-2","quantity-2","unit_price-2","discount"
"10718","Königlich Essen","KOENE","Nancy Davolio","1","Inlagd Sill","36","40","19","0","1997-11-24","1997-10-29","3","170.88","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany","36","40","19","0"
"10718","Königlich Essen","KOENE","Nancy Davolio","1","Tarte au sucre","62","20","49.3","0","1997-11-24","1997-10-29","3","170.88","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany","62","20","49.3","0"
"10719","Let's Stop N Shop","LETSS","Laura Callahan","8","Carnarvon Tigers","18","12","62.5","0.25","1997-11-24","1997-11-05","2","51.44","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA","18","12","62.5","0.25"
"10719","Let's Stop N Shop","LETSS","Laura Callahan","8","Nord-Ost Matjeshering","30","3","25.89","0.25","1997-11-24","1997-11-05","2","51.44","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA","30","3","25.89","0.25"
"10719","Let's Stop N Shop","LETSS","Laura Callahan","8","Tourtière","54","40","7.45","0.25","1997-11-24","1997-11-05","2","51.44","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA","54","40","7.45","0.25"
"10720","Que Delícia","QUEDE","Laura Callahan","8","Steeleye Stout","35","21","18","0","1997-11-11","1997-11-05","2","9.53","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","35","21","18","0"
"10720","Que Delícia","QUEDE","Laura Callahan","8","Flotemysost","71","8","21.5","0","1997-11-11","1997-11-05","2","9.53","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","71","8","21.5","0"
"10721","QUICK-Stop","QUICK","Steven Buchanan","5","Gula Malacca","44","50","19.45","0.05","1997-11-26","1997-10-31","3","48.92","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","44","50","19.45","0.05"
"10722","Save-a-lot Markets","SAVEA","Laura Callahan","8","Chang","2","3","19","0","1997-12-10","1997-11-04","1","74.58","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","2","3","19","0"
"10722","Save-a-lot Markets","SAVEA","Laura Callahan","8","Gorgonzola Telino","31","50","12.5","0","1997-12-10","1997-11-04","1","74.58","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","31","50","12.5","0"
"10722","Save-a-lot Markets","SAVEA","Laura Callahan","8","Scottish Longbreads","68","45","12.5","0","1997-12-10","1997-11-04","1","74.58","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","68","45","12.5","0"
"10722","Save-a-lot Markets","SAVEA","Laura Callahan","8","Rhönbräu Klosterbier","75","42","7.75","0","1997-12-10","1997-11-04","1","74.58","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","75","42","7.75","0"
"10723","White Clover Markets","WHITC","Janet Leverling","3","Gumbär Gummibärchen","26","15","31.23","0","1997-11-27","1997-11-25","1","21.72","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","26","15","31.23","0"
"10724","Mère Paillarde","MEREP","Laura Callahan","8","Ikura","10","16","31","0","1997-12-11","1997-11-05","2","57.75","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","10","16","31","0"
"10724","Mère Paillarde","MEREP","Laura Callahan","8","Sirop d'érable","61","5","28.5","0","1997-12-11","1997-11-05","2","57.75","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","61","5","28.5","0"
"10725","Familia Arquibaldo","FAMIA","Margaret Peacock","4","Jack's New England Clam Chowder","41","12","9.65","0","1997-11-28","1997-11-05","3","10.83","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","41","12","9.65","0"
"10725","Familia Arquibaldo","FAMIA","Margaret Peacock","4","Filo Mix","52","4","7","0","1997-11-28","1997-11-05","3","10.83","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","52","4","7","0"
"10725","Familia Arquibaldo","FAMIA","Margaret Peacock","4","Pâté chinois","55","6","24","0","1997-11-28","1997-11-05","3","10.83","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","55","6","24","0"
"10726","Eastern Connection","EASTC","Margaret Peacock","4","Chef Anton's Cajun Seasoning","4","25","22","0","1997-11-17","1997-12-05","1","16.56","Eastern Connection","35 King George","London","","WX3 6FW","UK","4","25","22","0"
"10726","Eastern Connection","EASTC","Margaret Peacock","4","Queso Cabrales","11","5","21","0","1997-11-17","1997-12-05","1","16.56","Eastern Connection","35 King George","London","","WX3 6FW","UK","11","5","21","0"
"10727","Reggiani Caseifici","REGGC","Andrew Fuller","2","Alice Mutton","17","20","39","0.05","1997-12-01","1997-12-05","1","89.9","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy","17","20","39","0.05"
"10727","Reggiani Caseifici","REGGC","Andrew Fuller","2","Gnocchi di nonna Alice","56","10","38","0.05","1997-12-01","1997-12-05","1","89.9","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy","56","10","38","0.05"
"10727","Reggiani Caseifici","REGGC","Andrew Fuller","2","Raclette Courdavault","59","10","55","0.05","1997-12-01","1997-12-05","1","89.9","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy","59","10","55","0.05"
"10728","Queen Cozinha","QUEEN","Margaret Peacock","4","Nord-Ost Matjeshering","30","15","25.89","0","1997-12-02","1997-11-11","2","58.33","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","30","15","25.89","0"
"10728","Queen Cozinha","QUEEN","Margaret Peacock","4","Boston Crab Meat","40","6","18.4","0","1997-12-02","1997-11-11","2","58.33","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","40","6","18.4","0"
"10728","Queen Cozinha","QUEEN","Margaret Peacock","4","Pâté chinois","55","12","24","0","1997-12-02","1997-11-11","2","58.33","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","55","12","24","0"
"10728","Queen Cozinha","QUEEN","Margaret Peacock","4","Camembert Pierrot","60","15","34","0","1997-12-02","1997-11-11","2","58.33","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","60","15","34","0"
"10729","LINO-Delicateses","LINOD","Laura Callahan","8","Chai","1","50","18","0","1997-12-16","1997-11-14","3","141.06","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","1","50","18","0"
"10729","LINO-Delicateses","LINOD","Laura Callahan","8","Sir Rodney's Scones","21","30","10","0","1997-12-16","1997-11-14","3","141.06","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","21","30","10","0"
"10729","LINO-Delicateses","LINOD","Laura Callahan","8","Valkoinen suklaa","50","40","16.25","0","1997-12-16","1997-11-14","3","141.06","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","50","40","16.25","0"
"10730","Bon app'","BONAP","Steven Buchanan","5","Pavlova","16","15","17.45","0.05","1997-12-03","1997-11-14","1","20.12","Bon app'","12, rue des Bouchers","Marseille","","13008","France","16","15","17.45","0.05"
"10730","Bon app'","BONAP","Steven Buchanan","5","Gorgonzola Telino","31","3","12.5","0.05","1997-12-03","1997-11-14","1","20.12","Bon app'","12, rue des Bouchers","Marseille","","13008","France","31","3","12.5","0.05"
"10730","Bon app'","BONAP","Steven Buchanan","5","Louisiana Fiery Hot Pepper Sauce","65","10","21.05","0.05","1997-12-03","1997-11-14","1","20.12","Bon app'","12, rue des Bouchers","Marseille","","13008","France","65","10","21.05","0.05"
"10731","Chop-suey Chinese","CHOPS","Robert King","7","Sir Rodney's Scones","21","40","10","0.05","1997-12-04","1997-11-14","1","96.65","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","21","40","10","0.05"
"10731","Chop-suey Chinese","CHOPS","Robert King","7","Manjimup Dried Apples","51","30","53","0.05","1997-12-04","1997-11-14","1","96.65","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","51","30","53","0.05"
"10732","Bon app'","BONAP","Janet Leverling","3","Lakkalikööri","76","20","18","0","1997-12-04","1997-11-07","1","16.97","Bon app'","12, rue des Bouchers","Marseille","","13008","France","76","20","18","0"
"10733","Berglunds snabbköp","BERGS","Nancy Davolio","1","Tofu","14","16","23.25","0","1997-12-05","1997-11-10","3","110.11","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","14","16","23.25","0"
"10733","Berglunds snabbköp","BERGS","Nancy Davolio","1","Rössle Sauerkraut","28","20","45.6","0","1997-12-05","1997-11-10","3","110.11","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","28","20","45.6","0"
"10733","Berglunds snabbköp","BERGS","Nancy Davolio","1","Filo Mix","52","25","7","0","1997-12-05","1997-11-10","3","110.11","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","52","25","7","0"
"10734","Gourmet Lanchonetes","GOURL","Andrew Fuller","2","Grandma's Boysenberry Spread","6","30","25","0","1997-12-05","1997-11-12","3","1.63","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","6","30","25","0"
"10734","Gourmet Lanchonetes","GOURL","Andrew Fuller","2","Nord-Ost Matjeshering","30","15","25.89","0","1997-12-05","1997-11-12","3","1.63","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","30","15","25.89","0"
"10734","Gourmet Lanchonetes","GOURL","Andrew Fuller","2","Lakkalikööri","76","20","18","0","1997-12-05","1997-11-12","3","1.63","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","76","20","18","0"
"10735","Let's Stop N Shop","LETSS","Michael Suyama","6","Sirop d'érable","61","20","28.5","0.1","1997-12-08","1997-11-21","2","45.97","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA","61","20","28.5","0.1"
"10735","Let's Stop N Shop","LETSS","Michael Suyama","6","Original Frankfurter grüne Soße","77","2","13","0.1","1997-12-08","1997-11-21","2","45.97","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA","77","2","13","0.1"
"10736","Hungry Owl All-Night Grocers","HUNGO","Anne Dodsworth","9","Louisiana Fiery Hot Pepper Sauce","65","40","21.05","0","1997-12-09","1997-11-21","2","44.1","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","65","40","21.05","0"
"10736","Hungry Owl All-Night Grocers","HUNGO","Anne Dodsworth","9","Rhönbräu Klosterbier","75","20","7.75","0","1997-12-09","1997-11-21","2","44.1","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","75","20","7.75","0"
"10737","Vins et alcools Chevalier","VINET","Andrew Fuller","2","Konbu","13","4","6","0","1997-12-09","1997-11-18","2","7.79","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France","13","4","6","0"
"10737","Vins et alcools Chevalier","VINET","Andrew Fuller","2","Jack's New England Clam Chowder","41","12","9.65","0","1997-12-09","1997-11-18","2","7.79","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France","41","12","9.65","0"
"10738","Spécialités du monde","SPECD","Andrew Fuller","2","Pavlova","16","3","17.45","0","1997-12-10","1997-11-18","1","2.91","Spécialités du monde","25, rue Lauriston","Paris","","75016","France","16","3","17.45","0"
"10739","Vins et alcools Chevalier","VINET","Janet Leverling","3","Inlagd Sill","36","6","19","0","1997-12-10","1997-11-17","3","11.08","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France","36","6","19","0"
"10739","Vins et alcools Chevalier","VINET","Janet Leverling","3","Filo Mix","52","18","7","0","1997-12-10","1997-11-17","3","11.08","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France","52","18","7","0"
"10740","White Clover Markets","WHITC","Margaret Peacock","4","Rössle Sauerkraut","28","5","45.6","0.2","1997-12-11","1997-11-25","2","81.88","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","28","5","45.6","0.2"
"10740","White Clover Markets","WHITC","Margaret Peacock","4","Steeleye Stout","35","35","18","0.2","1997-12-11","1997-11-25","2","81.88","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","35","35","18","0.2"
"10740","White Clover Markets","WHITC","Margaret Peacock","4","Rogede sild","45","40","9.5","0.2","1997-12-11","1997-11-25","2","81.88","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","45","40","9.5","0.2"
"10740","White Clover Markets","WHITC","Margaret Peacock","4","Gnocchi di nonna Alice","56","14","38","0.2","1997-12-11","1997-11-25","2","81.88","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","56","14","38","0.2"
"10741","Around the Horn","AROUT","Margaret Peacock","4","Chang","2","15","19","0.2","1997-11-28","1997-11-18","3","10.96","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","2","15","19","0.2"
"10742","Bottom-Dollar Markets","BOTTM","Janet Leverling","3","Aniseed Syrup","3","20","10","0","1997-12-12","1997-11-18","3","243.73","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","3","20","10","0"
"10742","Bottom-Dollar Markets","BOTTM","Janet Leverling","3","Camembert Pierrot","60","50","34","0","1997-12-12","1997-11-18","3","243.73","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","60","50","34","0"
"10742","Bottom-Dollar Markets","BOTTM","Janet Leverling","3","Mozzarella di Giovanni","72","35","34.8","0","1997-12-12","1997-11-18","3","243.73","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","72","35","34.8","0"
"10743","Around the Horn","AROUT","Nancy Davolio","1","Spegesild","46","28","12","0.05","1997-12-15","1997-11-21","2","23.72","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","46","28","12","0.05"
"10744","Vaffeljernet","VAFFE","Michael Suyama","6","Boston Crab Meat","40","50","18.4","0.2","1997-12-15","1997-11-24","1","69.19","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark","40","50","18.4","0.2"
"10745","QUICK-Stop","QUICK","Anne Dodsworth","9","Carnarvon Tigers","18","24","62.5","0","1997-12-16","1997-11-27","1","3.52","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","18","24","62.5","0"
"10745","QUICK-Stop","QUICK","Anne Dodsworth","9","Gula Malacca","44","16","19.45","0","1997-12-16","1997-11-27","1","3.52","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","44","16","19.45","0"
"10745","QUICK-Stop","QUICK","Anne Dodsworth","9","Raclette Courdavault","59","45","55","0","1997-12-16","1997-11-27","1","3.52","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","59","45","55","0"
"10745","QUICK-Stop","QUICK","Anne Dodsworth","9","Mozzarella di Giovanni","72","7","34.8","0","1997-12-16","1997-11-27","1","3.52","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","72","7","34.8","0"
"10746","Chop-suey Chinese","CHOPS","Nancy Davolio","1","Konbu","13","6","6","0","1997-12-17","1997-11-21","3","31.43","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","13","6","6","0"
"10746","Chop-suey Chinese","CHOPS","Nancy Davolio","1","Singaporean Hokkien Fried Mee","42","28","14","0","1997-12-17","1997-11-21","3","31.43","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","42","28","14","0"
"10746","Chop-suey Chinese","CHOPS","Nancy Davolio","1","Tarte au sucre","62","9","49.3","0","1997-12-17","1997-11-21","3","31.43","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","62","9","49.3","0"
"10746","Chop-suey Chinese","CHOPS","Nancy Davolio","1","Gudbrandsdalsost","69","40","36","0","1997-12-17","1997-11-21","3","31.43","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","69","40","36","0"
"10747","Piccolo und mehr","PICCO","Michael Suyama","6","Gorgonzola Telino","31","8","12.5","0","1997-12-17","1997-11-26","1","117.33","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","31","8","12.5","0"
"10747","Piccolo und mehr","PICCO","Michael Suyama","6","Jack's New England Clam Chowder","41","35","9.65","0","1997-12-17","1997-11-26","1","117.33","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","41","35","9.65","0"
"10747","Piccolo und mehr","PICCO","Michael Suyama","6","Vegie-spread","63","9","43.9","0","1997-12-17","1997-11-26","1","117.33","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","63","9","43.9","0"
"10747","Piccolo und mehr","PICCO","Michael Suyama","6","Gudbrandsdalsost","69","30","36","0","1997-12-17","1997-11-26","1","117.33","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","69","30","36","0"
"10748","Save-a-lot Markets","SAVEA","Janet Leverling","3","Tunnbröd","23","44","9","0","1997-12-18","1997-11-28","1","232.55","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","23","44","9","0"
"10748","Save-a-lot Markets","SAVEA","Janet Leverling","3","Boston Crab Meat","40","40","18.4","0","1997-12-18","1997-11-28","1","232.55","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","40","40","18.4","0"
"10748","Save-a-lot Markets","SAVEA","Janet Leverling","3","Gnocchi di nonna Alice","56","28","38","0","1997-12-18","1997-11-28","1","232.55","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","56","28","38","0"
"10749","Island Trading","ISLAT","Margaret Peacock","4","Gnocchi di nonna Alice","56","15","38","0","1997-12-18","1997-12-19","2","61.53","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","56","15","38","0"
"10749","Island Trading","ISLAT","Margaret Peacock","4","Raclette Courdavault","59","6","55","0","1997-12-18","1997-12-19","2","61.53","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","59","6","55","0"
"10749","Island Trading","ISLAT","Margaret Peacock","4","Lakkalikööri","76","10","18","0","1997-12-18","1997-12-19","2","61.53","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","76","10","18","0"
"10750","Wartian Herkku","WARTH","Anne Dodsworth","9","Tofu","14","5","23.25","0.15","1997-12-19","1997-11-24","1","79.3","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","14","5","23.25","0.15"
"10750","Wartian Herkku","WARTH","Anne Dodsworth","9","Rogede sild","45","40","9.5","0.15","1997-12-19","1997-11-24","1","79.3","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","45","40","9.5","0.15"
"10750","Wartian Herkku","WARTH","Anne Dodsworth","9","Raclette Courdavault","59","25","55","0.15","1997-12-19","1997-11-24","1","79.3","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","59","25","55","0.15"
"10751","Richter Supermarkt","RICSU","Janet Leverling","3","Gumbär Gummibärchen","26","12","31.23","0.1","1997-12-22","1997-12-03","3","130.79","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","26","12","31.23","0.1"
"10751","Richter Supermarkt","RICSU","Janet Leverling","3","Nord-Ost Matjeshering","30","30","25.89","0","1997-12-22","1997-12-03","3","130.79","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","30","30","25.89","0"
"10751","Richter Supermarkt","RICSU","Janet Leverling","3","Valkoinen suklaa","50","20","16.25","0.1","1997-12-22","1997-12-03","3","130.79","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","50","20","16.25","0.1"
"10751","Richter Supermarkt","RICSU","Janet Leverling","3","Röd Kaviar","73","15","15","0","1997-12-22","1997-12-03","3","130.79","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","73","15","15","0"
"10752","North/South","NORTS","Andrew Fuller","2","Chai","1","8","18","0","1997-12-22","1997-11-28","3","1.39","North/South","South House 300 Queensbridge","London","","SW7 1RZ","UK","1","8","18","0"
"10752","North/South","NORTS","Andrew Fuller","2","Gudbrandsdalsost","69","3","36","0","1997-12-22","1997-11-28","3","1.39","North/South","South House 300 Queensbridge","London","","SW7 1RZ","UK","69","3","36","0"
"10753","Franchi S.p.A.","FRANS","Janet Leverling","3","Rogede sild","45","4","9.5","0","1997-12-23","1997-11-27","1","7.7","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy","45","4","9.5","0"
"10753","Franchi S.p.A.","FRANS","Janet Leverling","3","Longlife Tofu","74","5","10","0","1997-12-23","1997-11-27","1","7.7","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy","74","5","10","0"
"10754","Magazzini Alimentari Riuniti","MAGAA","Michael Suyama","6","Boston Crab Meat","40","3","18.4","0","1997-12-23","1997-11-27","3","2.38","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy","40","3","18.4","0"
"10755","Bon app'","BONAP","Margaret Peacock","4","Zaanse koeken","47","30","9.5","0.25","1997-12-24","1997-11-28","2","16.71","Bon app'","12, rue des Bouchers","Marseille","","13008","France","47","30","9.5","0.25"
"10755","Bon app'","BONAP","Margaret Peacock","4","Gnocchi di nonna Alice","56","30","38","0.25","1997-12-24","1997-11-28","2","16.71","Bon app'","12, rue des Bouchers","Marseille","","13008","France","56","30","38","0.25"
"10755","Bon app'","BONAP","Margaret Peacock","4","Ravioli Angelo","57","14","19.5","0.25","1997-12-24","1997-11-28","2","16.71","Bon app'","12, rue des Bouchers","Marseille","","13008","France","57","14","19.5","0.25"
"10755","Bon app'","BONAP","Margaret Peacock","4","Gudbrandsdalsost","69","25","36","0.25","1997-12-24","1997-11-28","2","16.71","Bon app'","12, rue des Bouchers","Marseille","","13008","France","69","25","36","0.25"
"10756","Split Rail Beer & Ale","SPLIR","Laura Callahan","8","Carnarvon Tigers","18","21","62.5","0.2","1997-12-25","1997-12-02","2","73.21","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","18","21","62.5","0.2"
"10756","Split Rail Beer & Ale","SPLIR","Laura Callahan","8","Inlagd Sill","36","20","19","0.2","1997-12-25","1997-12-02","2","73.21","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","36","20","19","0.2"
"10756","Split Rail Beer & Ale","SPLIR","Laura Callahan","8","Scottish Longbreads","68","6","12.5","0.2","1997-12-25","1997-12-02","2","73.21","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","68","6","12.5","0.2"
"10756","Split Rail Beer & Ale","SPLIR","Laura Callahan","8","Gudbrandsdalsost","69","20","36","0.2","1997-12-25","1997-12-02","2","73.21","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","69","20","36","0.2"
"10757","Save-a-lot Markets","SAVEA","Michael Suyama","6","Sasquatch Ale","34","30","14","0","1997-12-25","1997-12-15","1","8.19","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","34","30","14","0"
"10757","Save-a-lot Markets","SAVEA","Michael Suyama","6","Raclette Courdavault","59","7","55","0","1997-12-25","1997-12-15","1","8.19","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","59","7","55","0"
"10757","Save-a-lot Markets","SAVEA","Michael Suyama","6","Tarte au sucre","62","30","49.3","0","1997-12-25","1997-12-15","1","8.19","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","62","30","49.3","0"
"10757","Save-a-lot Markets","SAVEA","Michael Suyama","6","Wimmers gute Semmelknödel","64","24","33.25","0","1997-12-25","1997-12-15","1","8.19","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","64","24","33.25","0"
"10758","Richter Supermarkt","RICSU","Janet Leverling","3","Gumbär Gummibärchen","26","20","31.23","0","1997-12-26","1997-12-04","3","138.17","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","26","20","31.23","0"
"10758","Richter Supermarkt","RICSU","Janet Leverling","3","Filo Mix","52","60","7","0","1997-12-26","1997-12-04","3","138.17","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","52","60","7","0"
"10758","Richter Supermarkt","RICSU","Janet Leverling","3","Outback Lager","70","40","15","0","1997-12-26","1997-12-04","3","138.17","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","70","40","15","0"
"10759","Ana Trujillo Emparedados y helados","ANATR","Janet Leverling","3","Mascarpone Fabioli","32","10","32","0","1997-12-26","1997-12-12","3","11.99","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","","05021","Mexico","32","10","32","0"
"10760","Maison Dewey","MAISD","Margaret Peacock","4","NuNuCa Nuß-Nougat-Creme","25","12","14","0.25","1997-12-29","1997-12-10","1","155.64","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","25","12","14","0.25"
"10760","Maison Dewey","MAISD","Margaret Peacock","4","Schoggi Schokolade","27","40","43.9","0","1997-12-29","1997-12-10","1","155.64","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","27","40","43.9","0"
"10760","Maison Dewey","MAISD","Margaret Peacock","4","Ipoh Coffee","43","30","46","0.25","1997-12-29","1997-12-10","1","155.64","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","43","30","46","0.25"
"10761","Rattlesnake Canyon Grocery","RATTC","Steven Buchanan","5","NuNuCa Nuß-Nougat-Creme","25","35","14","0.25","1997-12-30","1997-12-08","2","18.66","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","25","35","14","0.25"
"10761","Rattlesnake Canyon Grocery","RATTC","Steven Buchanan","5","Rhönbräu Klosterbier","75","18","7.75","0","1997-12-30","1997-12-08","2","18.66","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","75","18","7.75","0"
"10762","Folk och fä HB","FOLKO","Janet Leverling","3","Chartreuse verte","39","16","18","0","1997-12-30","1997-12-09","1","328.74","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","39","16","18","0"
"10762","Folk och fä HB","FOLKO","Janet Leverling","3","Zaanse koeken","47","30","9.5","0","1997-12-30","1997-12-09","1","328.74","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","47","30","9.5","0"
"10762","Folk och fä HB","FOLKO","Janet Leverling","3","Manjimup Dried Apples","51","28","53","0","1997-12-30","1997-12-09","1","328.74","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","51","28","53","0"
"10762","Folk och fä HB","FOLKO","Janet Leverling","3","Gnocchi di nonna Alice","56","60","38","0","1997-12-30","1997-12-09","1","328.74","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","56","60","38","0"
"10763","Folies gourmandes","FOLIG","Janet Leverling","3","Sir Rodney's Scones","21","40","10","0","1997-12-31","1997-12-08","3","37.35","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France","21","40","10","0"
"10763","Folies gourmandes","FOLIG","Janet Leverling","3","Gustaf's Knäckebröd","22","6","21","0","1997-12-31","1997-12-08","3","37.35","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France","22","6","21","0"
